 Year,Month,Day,Time(hhmmss.mm)UTC,Latitude,Longitude,Magnitude,Depth,Catalog
-2150,,,,31.1,35.5,7.3,,NOAA 
-2000,  ,  ,         ,38.0,58.2,7.1,18,NOAA 
-400,  ,  ,         ,35.5,51.8,7.6,   ,NOAA 
-31,9,2,         ,32,35.5,7,   ,NOAA 
10,  ,  ,         ,38,58.3,7.1,18,NOAA 
17,  ,  ,         ,37.9,27.3,7.5,   ,NOAA 
180,9,  ,         ,39.4,99.5,7.5,   ,NOAA 
528,11,29,         ,36,36,7.5,   ,NOAA 
555,8,15,         ,41,29.5,7.5,   ,NOAA 
648,11,29,         ,33.8,134.2,8.3,   ,NOAA 
745,6,5,         ,35.4,136.8,7.9,   ,NOAA 
746,1,18,         ,32,35.5,7,   ,NOAA 
765,  ,  ,         ,35.2,60.4,7.6,25,NOAA 
818,5,15,         ,36.8,66.2,7.5,50,NOAA 
818,8,10,         ,35.1,139.4,7.9,   ,NOAA 
869,7,13,         ,38.5,143.6,8.6,   ,NOAA 
887,8,26,         ,34.6,135.1,8.6,   ,NOAA 
943,8,20,         ,38,58.3,7.6,18,NOAA 
958,2,23,         ,36,51.1,7.7,   ,NOAA 
1038,1,9,         ,38.4,112.9,7.2,   ,NOAA 
1042,11,4,1330,38.2,46.3,7.6,15,NOAA 
1096,12,17,         ,34.2,137.3,8.3,   ,NOAA 
1175,  ,  ,         ,37.5,65.5,7.1,15,NOAA 
1208,7,16,         ,42,60,7.6,10,NOAA 
1336,10,21,130,34.5,59.6,7.6,   ,NOAA 
1361,8,3,         ,33.4,135,8.3,   ,NOAA 
1389,2,  ,130,36.2,58.8,7.6,10,NOAA 
1458,11,8,         ,39.9,40.4,7.5,   ,NOAA 
1471,  ,  ,         ,-16.299,-71,8,25,NOAA 
1482,  ,  ,         ,39.9,40.4,7.5,   ,NOAA 
1483,2,18,         ,24.9,57.9,7.7,   ,NOAA 
1498,9,20,         ,35,138,8.6,   ,NOAA 
1513,  ,  ,         ,-17.2,-72.3,8.7,30,NOAA 
1515,6,17,         ,26.6,100.8,7.5,   ,NOAA 
1546,1,14,         ,32,35.5,7,   ,NOAA 
1552,7,2,1030,-16.6,-71.3,7.6,30,NOAA 
1555,11,15,         ,-11.9,-77.6,8.3,30,NOAA 
1556,10,17,         ,-0.2,-78.6,7.6,   ,NOAA 
1566,  ,  ,         ,3,-77.3,7.8,   ,NOAA 
1570,2,8,13,-36.8,-73,8.3,   ,NOAA 
1575,9,8,         ,-0.2,-78.6,7.8,   ,NOAA 
1575,12,16,20,-39.5,-73.1,8.5,   ,NOAA 
1581,  ,  ,         ,-12.4,-77.7,7.6,30,NOAA 
1582,1,22,1630,-16.6,-71.6,8.2,30,NOAA 
1584,3,17,         ,-11.8,-77.8,8.3,30,NOAA 
1586,7,9,30,-12.5,-77,8.6,40,NOAA 
1587,9,4,1,-0.2,-78.5,7.7,   ,NOAA 
1590,  ,  ,         ,-17.2,-72.9,8.2,40,NOAA 
1600,2,28,20,-16.6,-70.8,8.2,20,NOAA 
1604,11,24,1630,-18.5,-70.4,8.5,30,NOAA 
1604,12,29,         ,25,119.5,8,   ,NOAA 
1605,1,31,         ,33.4,133.3,7.9,   ,NOAA 
1605,7,13,         ,19.9,110.5,8,   ,NOAA 
1609,10,20,1,-11.9,-77.4,8.6,40,NOAA 
1610,2,3,20,8.3,-71.9,7.9,30,NOAA 
1611,12,2,         ,39,143,8.1,   ,NOAA 
1614,11,26,         ,37.5,138,7.7,   ,NOAA 
1615,9,16,         ,-18.2,-71,8.8,40,NOAA 
1616,9,9,         ,38.1,142,7,   ,NOAA 
1619,2,14,1630,-7.9,-79,8.6,40,NOAA 
1622,10,25,         ,36.5,106.3,7,   ,NOAA 
1630,11,27,1630,-12.2,-77.5,8.1,30,NOAA 
1641,1,10,         ,-1.5,-78.5,7.6,   ,NOAA 
1644,1,16,11,7.5,-72.5,7,   ,NOAA 
1645,2,19,         ,-1.7,-78.6,7.5,   ,NOAA 
1645,11,30,20,14.4,121,7.5,   ,NOAA 
1646,6,9,         ,37.7,141.7,7.6,   ,NOAA 
1647,5,13,         ,-14,-76.5,7.9,40,NOAA 
1647,5,14,330,-35,-72,8.5,   ,NOAA 
1650,3,31,19,-13.5,-72,8.1,30,NOAA 
1653,2,23,         ,38.2,28.2,7.5,   ,NOAA 
1655,11,13,1938,-12,-77,8.8,30,NOAA 
1657,3,16,1,-37,-74,8,   ,NOAA 
1658,2,14,         ,-8.2,-80.1,7.7,40,NOAA 
1660,10,27,14,-0.2,-78.5,7.7,   ,NOAA 
1664,5,12,930,-15,-75,7.3,15,NOAA 
1674,8,29,         ,-1.7,-79,7.7,   ,NOAA 
1677,4,13,         ,38.7,144,8.1,   ,NOAA 
1677,11,4,         ,36.6,141.5,7.4,   ,NOAA 
1678,6,18,145,-12.3,-77.8,8.3,40,NOAA 
1678,10,2,         ,38.6,142,7.4,   ,NOAA 
1681,3,10,         ,-18.5,-70.4,7.3,   ,NOAA 
1687,10,20,1030,-13.2,-76.5,9,30,NOAA 
1687,11,22,         ,-1.3,-78.6,7.3,   ,NOAA 
1688,7,10,         ,38.4,27.1,7.5,   ,NOAA 
1690,4,  ,         ,17.2,-62.4,8,33,NOAA 
1691,  ,  ,         ,18.3,-70.4,7.7,33,NOAA 
1692,9,13,11,-25.4,-64.8,7,   ,NOAA 
1695,5,18,         ,36,111.5,8,   ,NOAA 
1697,2,25,         ,16.7,-99.2,7.8,   ,NOAA 
1698,6,20,6,-1.2,-78.7,7.7,   ,NOAA 
1699,7,14,9,-11.8,-77.5,7.8,40,NOAA 
1703,12,30,17,35,140,8.2,   ,NOAA 
1707,10,28,4,32.5,136,8.3,   ,NOAA 
1715,8,23,         ,-16.8,-71.5,7.9,80,NOAA 
1716,  ,  ,         ,41.2,80.3,7.5,30,NOAA 
1716,2,6,         ,-17.2,-71.2,8.8,40,NOAA 
1716,2,11,1,-13.7,-76,8.6,50,NOAA 
1716,6,19,         ,35,105.2,7.5,   ,NOAA 
1717,5,13,         ,39,142.7,7.6,   ,NOAA 
1721,4,26,230,37.9,46.7,7.7,   ,NOAA 
1725,1,7,425,-9,-79,7.6,40,NOAA 
1725,2,1,11,56.5,118.5,8.2,50,NOAA 
1730,  ,  ,2215,-33,-71.4,8.5,   ,NOAA 
1730,7,8,10,-33.1,-71.6,8.7,   ,NOAA 
1737,10,17,1530,51.1,158,8.3,40,NOAA 
1737,12,24,         ,-39.8,-73.2,7.7,   ,NOAA 
1739,8,16,         ,40.7,142.3,7.1,   ,NOAA 
1742,6,27,530,53.3,104,7.7,40,NOAA 
1742,11,18,         ,50.5,157,7.5,40,NOAA 
1751,5,25,530,-36.8,-71.6,8.5,   ,NOAA 
1754,9,1,         ,16.7,-99.2,7.8,   ,NOAA 
1755,4,26,         ,-0.2,-78.5,7,   ,NOAA 
1757,2,22,         ,-0.9,-78.6,7,   ,NOAA 
1761,12,9,1720,50,90,7.7,30,NOAA 
1763,3,15,         ,40.7,142,7.4,   ,NOAA 
1766,  ,  ,         ,10.5,-64,7.6,33,NOAA 
1766,10,21,9,7.4,-62.5,7.5,   ,NOAA 
1769,10,24,13,51.8,105.5,7.3,40,NOAA 
1770,5,27,         ,38.6,142,7.4,   ,NOAA 
1771,4,24,         ,24,124.3,7.4,   ,NOAA 
1772,6,3,603,39.3,142.7,7.4,   ,NOAA 
1780,1,17,2215,38.2,46.2,7.7,20,NOAA 
1780,6,29,         ,46,151,7.5,40,NOAA 
1784,5,13,1236,-16.5,-72,8,70,NOAA 
1785,  ,  ,         ,16.7,-99.2,7.8,   ,NOAA 
1786,6,1,         ,29.9,102.3,7.5,   ,NOAA 
1787,  ,  ,         ,19,-66,8,33,NOAA 
1790,12,2,1,54,162,7.5,20,NOAA 
1792,8,22,18,54,162,8.3,40,NOAA 
1793,2,17,         ,38.3,142.4,7.1,   ,NOAA 
1796,3,30,1045,-27.4,-70.4,7.7,   ,NOAA 
1797,2,4,1230,-1.6,-78.6,8.3,   ,NOAA 
1802,10,26,1055,45.7,26.6,7.4,150,NOAA 
1806,3,25,         ,18.9,-103.8,7.5,   ,NOAA 
1806,12,1,23,-12,-78,7.5,30,NOAA 
1811,12,16,8,36.6,-89.6,8.6,   ,NOAA 
1812,  ,  ,         ,11,-67,7.7,33,NOAA 
1812,1,23,15,36.6,-89.6,8.3,   ,NOAA 
1812,2,7,945,36.6,-89.6,8.7,   ,NOAA 
1812,3,8,         ,43.7,83,7.5,   ,NOAA 
1812,3,26,2107,10,-67,9.6,25,NOAA 
1812,12,8,15,34,-118,7,   ,NOAA 
1816,7,22,         ,15.5,-91.5,7.6,33,NOAA 
1817,3,11,2010,45.9,6.8,8,   ,NOAA 
1818,3,31,         ,19.1,-103.6,7.5,   ,NOAA 
1819,4,11,15,-27.4,-70.4,8.3,   ,NOAA 
1819,6,16,2330,23,71,8.3,   ,NOAA 
1820,12,29,         ,-7,119,7.5,   ,NOAA 
1821,7,10,13,-16.1,-73,8.2,90,NOAA 
1822,11,19,15,-33.5,-71.8,8.5,   ,NOAA 
1826,  ,  ,         ,-45.8,166.5,8,   ,NOAA 
1826,6,18,340,4.6,-73.9,8.2,10,NOAA 
1827,11,16,23,1.9,-75.6,9.7,10,NOAA 
1828,3,30,1235,-12.1,-77.8,8.2,50,NOAA 
1829,3,7,22,51.4,104.1,7.5,40,NOAA 
1829,3,21,18,38.2,-0.9,7,   ,NOAA 
1829,9,26,1430,-33.1,-71.6,7,   ,NOAA 
1831,10,9,215,-18.5,-71,7.8,   ,NOAA 
1833,9,18,13,-18.5,-70.4,7.7,60,NOAA 
1834,1,20,12,1.2,-77,7,5,NOAA 
1835,2,20,1630,-36.5,-72.6,8.5,   ,NOAA 
1835,7,20,         ,37.9,141.9,7.6,   ,NOAA 
1837,11,7,1130,-39.8,-73.2,8,   ,NOAA 
1837,11,22,         ,20,-105,7.7,   ,NOAA 
1839,  ,  ,955,14.2,-61,7.8,33,NOAA 
1841,5,17,21,52.5,159.5,8.3,30,NOAA 
1842,  ,  ,         ,19.5,-71.5,7.7,33,NOAA 
1843,2,8,1450,16.5,-62.2,8.3,33,NOAA 
1843,4,25,         ,41.8,144.8,8.3,   ,NOAA 
1843,4,25,         ,44.7,149.7,8.2,40,NOAA 
1843,7,8,         ,-39.9,175,7.5,33,NOAA 
1846,6,28,115,-14,-76.8,7.8,50,NOAA 
1847,5,8,1221,37,138,7.4,   ,NOAA 
1847,6,21,         ,46,152,7.5,40,NOAA 
1849,10,28,9,55,166,7.5,20,NOAA 
1849,12,17,10,-30,-71.4,7.5,   ,NOAA 
1852,7,24,         ,39.9,41.3,7.3,   ,NOAA 
1854,12,24,8,33.2,135.6,8.3,   ,NOAA 
1855,1,23,         ,-41,175,8,33,NOAA 
1855,2,28,1,40.1,29.1,7.5,   ,NOAA 
1855,7,25,12,46.1,7.2,8.5,   ,NOAA 
1856,8,4,         ,16,-88,7.5,33,NOAA 
1857,1,9,1013,35,-119,8.3,   ,NOAA 
1858,1,22,         ,55,166,7.5,20,NOAA 
1859,10,5,12,-27.4,-70.4,7.6,   ,NOAA 
1861,12,26,649,38.3,22.3,7.5,   ,NOAA 
1862,1,12,719,52.3,106.7,7.5,40,NOAA 
1867,2,4,3,38.4,20.2,7.9,100,NOAA 
1867,11,18,1845,18,-65.5,7.5,33,NOAA 
1868,6,30,         ,24.5,91.5,7.5,   ,NOAA 
1868,8,13,2145,-18.3,-70.6,9.5,25,NOAA 
1868,8,16,630,0.4,-78.1,7.7,   ,NOAA 
1869,8,24,1845,-17.5,-72,7.5,30,NOAA 
1870,9,30,23,38.5,22.5,7.5,   ,NOAA 
1871,10,5,9,-20.2,-70.2,7.3,   ,NOAA 
1872,3,26,1030,36.5,-118,8.5,   ,NOAA 
1872,4,3,545,36.2,36.2,7.5,   ,NOAA 
1875,  ,  ,         ,7.8,-72.5,7.9,33,NOAA 
1875,2,11,         ,20.7,-103.4,7.5,   ,NOAA 
1875,5,3,         ,38.1,30.2,7.3,   ,NOAA 
1875,5,18,1615,7.9,-72.5,7.5,20,NOAA 
1877,5,10,216,-19.6,-70.2,8.5,40,NOAA 
1878,1,23,         ,-20,-70.3,7.9,40,NOAA 
1880,8,15,1248,-31.6,-71.2,7.7,   ,NOAA 
1881,4,3,1130,38.2,26.2,7.3,   ,NOAA 
1882,9,7,750,7.3,-77.8,8,40,NOAA 
1883,10,15,1330,38.4,26.1,7.3,   ,NOAA 
1886,8,27,2127,37,27.2,8.3,100,NOAA 
1887,5,3,         ,30.5,-109.5,7,   ,NOAA 
1887,6,8,2335,43.1,76.8,7.3,20,NOAA 
1888,  ,  ,         ,11.5,-62,7.5,150,NOAA 
1888,6,13,         ,38.5,119,7.5,   ,NOAA 
1888,8,31,1610,-34.5,172.7,7.3,   ,NOAA 
1889,7,11,2214,43.2,78.7,8.3,40,NOAA 
1891,10,27,2137,35.4,136.8,8.3,   ,NOAA 
1893,6,14,         ,40.2,19.7,7.5,   ,NOAA 
1894,  ,  ,         ,8.1,-72,7.8,33,NOAA 
1894,3,22,         ,42.5,146,8,40,NOAA 
1894,4,29,3,8,-72,8.2,25,NOAA 
1894,10,27,1930,-30.5,-68.4,7.5,   ,NOAA 
1895,5,14,4,39.5,20.5,7.5,   ,NOAA 
1895,7,8,2130,39.5,53.7,8.2,60,NOAA 
1896,6,15,1033,39.6,144.2,7.6,   ,NOAA 
1896,9,23,2320,37,71,7.5,160,NOAA 
1896,11,18,206,43.5,146,7.6,40,NOAA 
1897,  ,  ,         ,16.2,-61.7,7.6,33,NOAA 
1897,2,7,736,40,140,8.3,60,NOAA 
1897,2,20,         ,38.1,141.5,7.8,   ,NOAA 
1897,5,13,1122,12.3,123.3,7.9,60,NOAA 
1897,6,5,         ,17,-96.3,7,   ,NOAA 
1897,6,12,1106,26,91,8.7,60,NOAA 
1897,8,5,12,38,143,8.7,   ,NOAA 
1897,8,15,1218,18,120,7.9,60,NOAA 
1897,8,16,754,39,143,7.9,60,NOAA 
1897,9,20,1625,-11.9,-76.8,7.7,70,NOAA 
1897,9,21,515,7.1,122.1,8.7,60,NOAA 
1897,10,18,2348,12,126,8.1,60,NOAA 
1898,4,22,2336,39,142,8.3,60,NOAA 
1898,4,29,1640,12.4,-86.9,7.9,60,NOAA 
1898,6,5,12,38,143,8.7,60,NOAA 
1898,6,29,1836,52,172,7.6,   ,NOAA 
1899,1,24,2343,17,-98,8.3,60,NOAA 
1899,6,14,1109,18,-77,7.8,60,NOAA 
1899,9,10,1725,60,-140,8.6,25,NOAA 
1899,9,29,1703,-3,128.5,7.8,60,NOAA 
1899,11,23,949,53,159,7.9,20,NOAA 
1899,11,24,1855,32,131,7.8,60,NOAA 
1900,1,11,907,36.5,133.5,7.8,   ,NOAA 
1900,1,20,633,20,-105,8.3,10,NOAA 
1900,6,21,2052,20,-80,7.9,60,NOAA 
1900,7,29,659,-10,165,8.1,60,NOAA 
1900,9,18,         ,4.6,-74,7.9,   ,NOAA 
1900,10,7,2104,-4,140,7.8,60,NOAA 
1900,10,9,1228,60,-142,8.3,60,NOAA 
1900,10,29,842,10.9,-66.8,8.3,50,NOAA 
1900,12,25,509,43,146,7.9,40,NOAA 
1901,1,7,29,-2,-82,7.8,25,NOAA 
1901,4,5,2230,45,148,7.5,30,NOAA 
1901,6,24,702,27,130,7.9,60,NOAA 
1901,8,9,         ,-16,167,8.3,   ,NOAA 
1901,8,9,923,40,144,7.9,60,NOAA 
1901,8,9,1301,-22,170,8.3,60,NOAA 
1901,8,9,1833,40,144,8.2,60,NOAA 
1901,8,10,         ,40.5,141.5,7.8,   ,NOAA 
1901,12,13,         ,52,-176,7.8,   ,NOAA 
1901,12,14,2257,14,122,7.8,60,NOAA 
1901,12,31,902,52,-177,7.8,60,NOAA 
1902,1,1,520,52.4,-167.5,7.8,60,NOAA 
1902,1,24,2327,-8,150,7.8,60,NOAA 
1902,2,9,735,-20,-174,7.8,60,NOAA 
1902,4,19,223,14,-91,8.2,60,NOAA 
1902,6,11,5,50,148,8,600,NOAA 
1902,8,22,3,40,77,8.6,60,NOAA 
1902,8,30,2150,37,71,7.7,200,NOAA 
1902,9,22,130,18,146,8.1,60,NOAA 
1902,9,23,2018,16.6,-92.6,8.3,100,NOAA 
1902,12,12,2310,29,-114,7.8,60,NOAA 
1903,1,4,507,-20,-175,8,400,NOAA 
1903,1,14,147,15,-98,8.2,60,NOAA 
1903,2,1,934,48,98,7.8,60,NOAA 
1903,2,27,43,-8,106,8.1,60,NOAA 
1903,4,28,2339,39.1,42.6,7,10,NOAA 
1903,5,13,634,-17,168,7.9,60,NOAA 
1903,6,2,1317,57,-156,8.3,100,NOAA 
1903,8,8,110,4.6,-74,7.7,   ,NOAA 
1903,8,11,432,36,23,8.3,100,NOAA 
1903,12,28,256,7,127,7.8,60,NOAA 
1904,1,20,1452,7,-79,7.8,60,NOAA 
1904,3,18,1342,42.5,145.8,7.6,40,NOAA 
1904,4,4,1017,41.8,23.2,7.8,33,NOAA 
1904,6,7,817,40,134,7.9,350,NOAA 
1904,6,25,1445,52,159,8.3,25,NOAA 
1904,8,8,2251,-40.5,177,7.5,33,NOAA 
1904,8,24,2059,30,130,7.9,25,NOAA 
1904,8,27,2156,64,-151,8.3,25,NOAA 
1904,11,1,11,-1,-80.5,7.7,   ,NOAA 
1904,12,20,544,8.5,-83,8.3,25,NOAA 
1905,1,22,243,1,123,8.3,90,NOAA 
1905,2,14,846,53,-178,7.9,60,NOAA 
1905,3,18,58,-27.5,-173,7.5,60,NOAA 
1905,4,4,50,33,76,8.6,25,NOAA 
1905,5,18,1345,-4,149,7.5,60,NOAA 
1905,6,2,539,34,132,7.9,100,NOAA 
1905,6,30,1707,-1,-168,7.6,60,NOAA 
1905,7,6,1621,39.5,142.5,7.9,25,NOAA 
1905,7,9,940,49,99,8.3,60,NOAA 
1905,7,23,246,49,98,8.7,25,NOAA 
1905,9,1,245,45,143,7.5,230,NOAA 
1905,9,8,         ,39.4,16.4,7.9,25,NOAA 
1905,9,15,602,53,164,7.8,60,NOAA 
1905,11,8,2206,40.3,24.4,7.8,35,NOAA 
1906,1,21,1349,34,138,8.3,340,NOAA 
1906,1,31,1536,1,-81.5,8.8,25,NOAA 
1906,2,3,         ,3.5,-76.2,7.6,   ,NOAA 
1906,3,16,2242,23.6,120.5,7.1,   ,NOAA 
1906,4,10,2122,19,-113.8,7.5,60,NOAA 
1906,4,18,1312,38,-123,8.3,25,NOAA 
1906,7,14,1027,4.6,-74,7.6,   ,NOAA 
1906,8,17,10,51,179,8.3,25,NOAA 
1906,8,17,40,-33,-72,8.6,25,NOAA 
1906,9,14,1604,-7,149,8.3,25,NOAA 
1906,9,28,1524,-2,-79,7.9,150,NOAA 
1906,10,2,252,-4,149,7.7,60,NOAA 
1906,11,19,718,-22,109,7.8,   ,NOAA 
1906,12,3,2259,15,-61,7.9,100,NOAA 
1906,12,22,1821,43.5,85,8.3,25,NOAA 
1906,12,23,1722,59,-171,7.6,60,NOAA 
1906,12,26,653,-18,-71,7.9,60,NOAA 
1907,1,4,519,2,94.5,7.8,60,NOAA 
1907,2,23,2017,-13.2,-75.4,7.6,90,NOAA 
1907,4,15,608,17,-100,8.3,25,NOAA 
1907,4,18,21,14,123,7.6,   ,NOAA 
1907,5,4,651,-7.5,153.7,7.7,60,NOAA 
1907,5,25,1402,51.5,147,7.9,600,NOAA 
1907,6,25,1754,1,127,7.9,200,NOAA 
1907,9,2,1601,52,173,7.7,25,NOAA 
1907,10,16,1457,28,-112.5,7.7,60,NOAA 
1907,10,21,423,38.5,67.9,8.1,35,NOAA 
1907,11,16,1010,-8,-76.8,8.7,150,NOAA 
1908,2,  ,         ,38.2,15.6,7.5,   ,NOAA 
1908,3,5,216,9,126,7.5,60,NOAA 
1908,3,26,2303,18,-99,8.1,80,NOAA 
1908,5,5,616,3,123,7.5,60,NOAA 
1908,10,23,2014,36.5,70.5,7.6,220,NOAA 
1908,11,6,712,45,150,7.6,60,NOAA 
1908,12,12,         ,-8,-76,8.2,   ,NOAA 
1908,12,12,         ,26.5,97,7.5,   ,NOAA 
1908,12,12,1208,26.5,97,8.2,   ,NOAA 
1908,12,12,1208,-14,-78,8.2,60,NOAA 
1908,12,28,420,38.2,15.6,7.5,8,NOAA 
1909,1,23,248,33,53,7.7,60,NOAA 
1909,2,22,921,-18,-179,7.9,550,NOAA 
1909,3,13,1429,31.5,142.5,8.3,80,NOAA 
1909,4,10,1936,45,165,7.8,60,NOAA 
1909,6,3,1841,-2.5,101.5,7.7,   ,NOAA 
1909,6,8,546,-26.5,-70.5,7.6,60,NOAA 
1909,7,7,2137,36.5,69,8.1,230,NOAA 
1909,7,30,1051,17,-100.5,7.8,60,NOAA 
1909,10,20,2341,30,68,7.2,60,NOAA 
1909,12,9,2328,12.5,145,8,100,NOAA 
1910,1,1,1102,16.5,-84,7.5,60,NOAA 
1910,4,12,22,25.5,122.5,8.3,200,NOAA 
1910,5,22,625,42,145,7.5,60,NOAA 
1910,6,1,555,-20,169,7.5,80,NOAA 
1910,6,16,630,-19,169.5,8.6,100,NOAA 
1910,11,26,439,-14,167,8,60,NOAA 
1910,12,13,10,-8,31,7.5,   ,NOAA 
1910,12,16,1445,4.5,126,7.5,   ,NOAA 
1911,1,3,2325,43.5,77.5,8.7,25,NOAA 
1911,2,18,1841,38.2,72.8,7.4,26,NOAA 
1911,5,4,2336,51,157,7.6,240,NOAA 
1911,6,7,1102,19.7,-103.7,7.9,100,NOAA 
1911,6,15,         ,28,131,8.7,160,NOAA 
1911,7,4,1333,36.5,70.5,7.6,160,NOAA 
1911,7,12,409,9,126,7.7,60,NOAA 
1911,8,16,2241,7,137,8.1,25,NOAA 
1911,12,16,1914,16.9,-100.7,7.6,50,NOAA 
1912,1,24,1623,38,20.5,7,60,NOAA 
1912,5,6,1859,64,-20,7.5,60,NOAA 
1912,5,23,224,21,97,8,25,NOAA 
1912,7,24,1150,-5.6,-80.4,8.1,30,NOAA 
1912,8,9,129,40.5,27,7.8,   ,NOAA 
1912,9,29,2051,7,138,7.6,60,NOAA 
1912,11,7,740,57.5,-155,7.5,90,NOAA 
1912,11,19,1318,19.9,-99.8,7.8,   ,NOAA 
1912,12,7,2246,-29,-62.5,7.5,620,NOAA 
1913,1,19,2348,46,152,7.5,120,NOAA 
1913,2,24,230,-3.4,-79.6,7.7,50,NOAA 
1913,3,14,845,4.5,126.5,8.3,25,NOAA 
1913,4,25,1756,9.5,127.8,7.7,60,NOAA 
1913,5,30,1146,-5,154,7.5,60,NOAA 
1913,6,14,933,43.1,25.7,7,30,NOAA 
1913,6,26,457,-20,-174,8.2,60,NOAA 
1913,8,1,1710,47.5,155.5,7.7,60,NOAA 
1913,8,6,2214,-17,-74,7.9,25,NOAA 
1913,10,14,808,-19.5,169,8.1,230,NOAA 
1913,11,10,2112,-18,169,7.5,80,NOAA 
1914,1,30,         ,-33.3,-66.3,8.2,   ,NOAA 
1914,1,30,335,-35,-73,8.2,60,NOAA 
1914,3,30,41,16.8,-92.2,7.5,150,NOAA 
1914,5,26,1422,-2,137,7.9,60,NOAA 
1914,6,25,1906,-4.5,99,8.1,60,NOAA 
1914,8,4,         ,43.5,91.5,7.5,   ,NOAA 
1914,10,3,2206,38,30,7.7,60,NOAA 
1914,10,23,618,6,132.5,7.9,60,NOAA 
1914,11,24,1153,22,143,8.7,110,NOAA 
1915,1,13,652,41.9,13.6,7,10,NOAA 
1915,2,28,1859,23.6,123.5,7.7,60,NOAA 
1915,5,1,5,48.4,155.5,8.3,30,NOAA 
1915,6,6,2129,-18.5,-68.5,7.6,160,NOAA 
1915,7,31,131,53.5,163.3,7.7,20,NOAA 
1915,9,7,120,14,-89,7.9,80,NOAA 
1915,10,3,653,40.5,-117.5,7.8,60,NOAA 
1915,11,1,723,39,142.5,7.8,60,NOAA 
1916,1,1,1320,-4,154,7.9,25,NOAA 
1916,1,13,820,-3,135.5,8.1,25,NOAA 
1916,1,24,655,41,37,7.8,60,NOAA 
1916,2,1,736,29.5,131.5,8,60,NOAA 
1916,2,6,2151,48.5,178.5,7.7,60,NOAA 
1916,2,27,2020,12,-90,7.6,60,NOAA 
1916,4,18,401,53.3,-170,7.5,170,NOAA 
1916,4,21,1131,33,141,7.8,60,NOAA 
1916,4,24,426,18.5,-68,7.2,80,NOAA 
1916,4,24,802,11,-85,7.6,60,NOAA 
1916,6,21,2132,-28.5,-63,7.5,600,NOAA 
1916,8,3,130,-4,144.5,7.5,60,NOAA 
1916,8,25,944,-21,-68,7.5,180,NOAA 
1916,8,28,639,30,81,7.7,60,NOAA 
1916,10,31,1531,45.5,154,7.7,30,NOAA 
1917,1,30,245,55.2,164.5,8.1,40,NOAA 
1917,5,1,1826,-29,-177,8.6,60,NOAA 
1917,5,31,847,54.5,-160,7.9,60,NOAA 
1917,6,26,549,-15.5,-173,8.7,25,NOAA 
1917,7,4,38,25,123,7.7,60,NOAA 
1917,7,29,         ,-3.5,141,7.6,   ,NOAA 
1917,7,31,323,42.5,131,7.5,460,NOAA 
1917,8,30,407,-7.5,128,7.7,100,NOAA 
1917,11,16,319,-29,-177,7.8,60,NOAA 
1917,12,25,2250,13.8,-89.2,7.7,60,NOAA 
1918,1,30,2118,45.4,136.5,7.7,350,NOAA 
1918,2,7,520,6.5,126.5,7.5,120,NOAA 
1918,2,13,607,23.5,117,7.3,   ,NOAA 
1918,5,20,1755,-28.5,-71.5,7.9,80,NOAA 
1918,7,3,652,-3.5,142.5,7.5,60,NOAA 
1918,7,8,1022,24.5,91,7.6,60,NOAA 
1918,8,15,1220,5.5,123,8.3,25,NOAA 
1918,9,7,1716,45.5,151.5,8.3,25,NOAA 
1918,10,11,1414,18.5,-67.5,7.5,60,NOAA 
1918,11,8,438,44.5,151.5,7.9,25,NOAA 
1918,11,18,1841,-7,129,8.1,190,NOAA 
1918,12,4,1147,-26,-71,8.2,60,NOAA 
1919,1,1,259,-19.5,-176.5,8.3,180,NOAA 
1919,4,30,717,-19,-172.5,8.3,25,NOAA 
1919,5,3,52,40.5,145.5,7.6,60,NOAA 
1919,5,6,1941,-5,154,8.1,25,NOAA 
1920,1,3,1624,19.3,-96.9,7.8,   ,NOAA 
1920,2,2,1122,-4,152.5,7.7,60,NOAA 
1920,6,5,421,23.5,122,8.3,10,NOAA 
1920,9,20,1439,-20,168,8.3,25,NOAA 
1920,12,16,1205,36.5,105.7,8.6,25,NOAA 
1921,4,30,1104,19.7,-104.3,7.8,120,NOAA 
1921,9,11,401,-11,111,7.5,60,NOAA 
1921,11,11,1836,8,127,7.5,60,NOAA 
1921,11,15,2036,36.5,70.5,8.1,215,NOAA 
1921,12,18,1529,-2.5,-71,7.9,650,NOAA 
1922,1,17,350,2.5,-71,7.6,445,NOAA 
1922,1,31,1317,41,-125.5,7.6,   ,NOAA 
1922,9,1,1916,24.5,122,7.6,60,NOAA 
1922,10,11,1450,-16,-72.5,7.4,   ,NOAA 
1922,10,24,2121,47,151.8,7.5,90,NOAA 
1922,11,11,432,-28.5,-70,8.3,25,NOAA 
1922,12,6,1355,36.5,70.5,7.5,230,NOAA 
1923,2,2,507,52.5,160.5,7,20,NOAA 
1923,2,3,1601,53,161,8.5,40,NOAA 
1923,2,24,734,55,162.4,7.7,20,NOAA 
1923,3,24,1240,31.3,100.8,7.3,   ,NOAA 
1923,4,13,1530,55.4,162.8,7.3,20,NOAA 
1923,9,1,259,35.3,139.5,8.3,25,NOAA 
1923,9,2,246,35,139.5,7.7,60,NOAA 
1923,10,7,329,-1.8,128.8,7.5,60,NOAA 
1924,4,14,1620,6.5,126.5,8.3,60,NOAA 
1924,6,26,137,-56,157.5,8.3,25,NOAA 
